employee_id,position,experience_years,macro_domains,micro_domains,skill_PHP,skill_Python,skill_JavaScript,skill_TypeScript,skill_Go,skill_Rust,skill_C#,skill_C++,skill_Java,skill_Kotlin,skill_Swift,skill_Ruby,skill_Dart,skill_Lua,skill_R,skill_Laravel,skill_React,skill_Vue.js,skill_Next.js,skill_Nuxt.js,skill_Angular,skill_Svelte,skill_Django,skill_FastAPI,skill_Flask,skill_Spring Boot,skill_Ruby on Rails,skill_Express.js,skill_NestJS,skill_Flutter,skill_React Native,skill_Android (Native),skill_iOS (Native),skill_PostgreSQL,skill_MySQL,skill_SQLite,skill_MongoDB,skill_Redis,skill_Elasticsearch,skill_Firebase,skill_Supabase,skill_Pinecone,skill_Milvus,skill_ChromaDB,skill_Docker,skill_Kubernetes,skill_Git,skill_AWS,skill_Google Cloud,skill_Azure,skill_Cloudflare,skill_Terraform,skill_Nginx,skill_Linux,skill_MLflow,skill_Ollama,skill_Unity,skill_Unreal Engine,skill_Godot,skill_Figma,skill_Adobe XD,skill_Blender,skill_Photoshop,skill_PHPUnit,skill_Jest,skill_Cypress,skill_Selenium,skill_Pest,skill_TensorFlow,skill_PyTorch,skill_scikit-learn,skill_Pandas,skill_NumPy,skill_LangChain,skill_LlamaIndex,skill_Hugging Face,skill_Keras,skill_Strategic Leadership,skill_Business Development,skill_Financial Management,skill_Project Management,skill_Academic Research,skill_Partnership Management,skill_Digital Marketing,skill_Legal & Compliance,skill_REST APIs,skill_GraphQL,skill_gRPC,skill_WebSockets,skill_OpenAI API,skill_Anthropic API,skill_ElevenLabs API,skill_Hugging Face APIs,skill_Stripe API,skill_Twilio API,skill_OAuth / Auth0,availability_status,days_until_free,concurrent_tasks_count,daily_update_compliance_rate,individual_task_throughput
84,Project Manager,5,"[1, 0, 0, 0, 0, 0, 0, 0]","Agile / Scrum Sprint Planning,Requirements Gathering & Business Analysis,Product Roadmap Architecture,Technical Documentation & PRDs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.9,0.92
85,Business Analyst,6,"[1, 1, 0, 0, 0, 0, 0, 0]","Requirements Gathering & Business Analysis,Market Viability & User Research,Technical Documentation & PRDs,Third-Party API Integrations (Stripe, Twilio)",0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,3,4,0,4,0,0,0,0,0,0,0,3,2,2,Busy,6,2,0.88,0.98
86,AI / ML Engineer,11,"[0, 0, 1, 1, 0, 0, 0, 0]","LLM Fine-Tuning & Prompt Engineering,RAG (Retrieval-Augmented Generation),MLOps & Model Deployment,AI Agent Orchestration (LangChain)",0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,5,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,5,5,0,0,0,0,4,0,0,0,5,0,0,0,5,5,4,5,0,0,3,Available,0,0,0.97,0.84
87,Mobile Developer,6,"[0, 0, 0, 0, 0, 0, 1, 0]","Native Android (Kotlin),Native iOS (Swift/SwiftUI),Flutter / React Native (Cross-Platform),Offline-First Mobile Architecture",0,0,2,3,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,0,0,2,3,2,0,4,3,0,0,0,2,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,Busy,5,2,0.87,0.96
88,Research Scientist,4,"[0, 0, 1, 0, 0, 0, 0, 0]","Machine Learning (Supervised & Unsupervised),Algorithm Evaluation & Benchmarking,Data Pipeline Engineering,Natural Language Processing & Computer Vision",0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,2,4,3,0,0,0,0,4,0,0,0,3,0,0,0,3,2,0,3,0,0,0,Available,0,0,0.85,0.98
89,QA Automation Engineer,5,"[0, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,Microservices & API Architecture,Portal & Dashboard Development,Real-Time Web (WebSockets)",2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,2,Busy,4,2,0.84,1.01
90,Data Engineer,6,"[0, 0, 1, 1, 0, 0, 0, 0]","Data Pipeline Engineering,Cloud Deployment (AWS/GCP/Azure),AI Agent Orchestration (LangChain),Machine Learning (Supervised & Unsupervised)",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,4,3,5,4,3,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,4,3,4,4,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,0,Available,0,0,0.89,0.94
91,Product Engineer,2,"[0, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,Portal & Dashboard Development,Database Architecture,E-Commerce Systems",2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,Available,0,0,0.78,1.1
92,DevOps Engineer,7,"[0, 0, 0, 1, 0, 0, 0, 0]","Cloud Deployment (AWS/GCP/Azure),Containerization (Docker/Kubernetes),Infrastructure as Code (Terraform),CI/CD Pipeline Design",0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,4,4,5,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,Busy,9,3,0.94,0.88
93,Mobile Developer,8,"[0, 1, 0, 0, 0, 0, 1, 0]","Native iOS (Swift/SwiftUI),Native Android (Kotlin),Flutter / React Native (Cross-Platform),Offline-First Mobile Architecture",0,0,2,3,0,0,0,0,0,5,5,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,0,0,2,3,2,0,4,3,0,0,0,3,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,Available,0,0,0.88,0.95
94,Research Scientist,9,"[0, 0, 1, 0, 0, 0, 0, 0]","LLM Fine-Tuning & Prompt Engineering,Natural Language Processing & Computer Vision,Algorithm Evaluation & Benchmarking,RAG (Retrieval-Augmented Generation)",0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,0,0,4,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,4,3,0,0,5,4,0,5,0,0,0,Busy,10,3,0.95,0.86
95,Business Analyst,8,"[1, 1, 0, 0, 0, 0, 0, 0]","Market Viability & User Research,Requirements Gathering & Business Analysis,Agile / Scrum Sprint Planning,Third-Party API Integrations (Stripe, Twilio)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,4,5,0,4,0,0,0,0,0,0,0,3,3,2,Available,0,0,0.9,0.96
96,Hardware-in-the-Loop (HIL) Engineer,8,"[0, 0, 0, 0, 1, 0, 0, 0]","Hardware-in-the-Loop (HIL) Testing,Real-Time Operating Systems (RTOS),PCB Design & Prototyping,Sensor Integration & IoT",0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,Busy,6,2,0.86,0.96
97,AI Solutions Architect,12,"[1, 0, 1, 1, 0, 0, 0, 0]","LLM Fine-Tuning & Prompt Engineering,MLOps & Model Deployment,Product Roadmap Architecture,AI Agent Orchestration (LangChain)",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,5,4,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,5,5,4,0,0,0,0,0,0,0,5,4,0,0,5,5,4,5,0,0,0,Busy,11,4,0.97,0.85
98,Product Design Engineer,9,"[1, 0, 0, 0, 0, 1, 0, 0]","User Interface Design (Figma),System Mechanics Planning,UX Research & Wireframing,Motion Design & Animation",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.89,0.95
99,MLOps Engineer,10,"[0, 0, 1, 1, 0, 0, 0, 0]","MLOps & Model Deployment,AI Agent Orchestration (LangChain),Cloud Deployment (AWS/GCP/Azure),CI/CD Pipeline Design",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,5,4,4,0,0,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,5,5,5,4,4,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,4,0,0,0,Busy,9,3,0.94,0.87
100,Solutions Architect,14,"[0, 1, 1, 1, 0, 0, 0, 0]","Multi-Tenant SaaS Architecture,MLOps & Model Deployment,Microservices & API Architecture,Cloud Deployment (AWS/GCP/Azure)",0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,5,5,5,5,4,4,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,Busy,14,5,0.97,0.83
